Company Name,Total(4),Total,Title,Description,Features,Length_of_Features,Benefits,Length_of_Benefits,Service-scope,User-support,Onboarding-and-offboarding,Using-the-service,Scaling,Analytics,Resellers,Staff-security,Asset-protection,Data-importing-and-exporting,Data-in-transit-protection,Availability-and-resilience,Identity-and-authentication,Audit-information-for-users,Standards-and-certifications,Security-governance,Operational-security,Secure-development,Public-sector-networks,Pricing,Query_index,Planning,Training,Setup-and-migration,Quality-assurance-and-performance-testing,Security-testing,Ongoing-support,Backup-and-recovery,Separation-between-users,Energy-efficiency,Target
Qumodo Ltd,1,1,0,1,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Parsec IT,2,2,0,1,1,7,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Research Series Limited,0,0,0,0,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Incremental Group,15,15,1,2,7,10,5,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Smartlytics Consultancy Limited,13,17,1,2,5,8,5,9,0,0,0.0,2.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Trustmarque Solutions Limited,11,15,1,2,3,6,5,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pulsion Technology Limited,12,12,1,2,5,10,4,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HappyWired,7,10,1,1,4,7,1,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
risual Ltd,10,13,1,2,4,7,3,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CodeHB,5,7,1,2,1,4,1,2,1,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Agile Applications Limited,7,11,1,1,4,9,1,10,0,0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Acuma Solutions Limited,9,11,1,3,0,6,5,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Nexus Open Systems Ltd,7,14,1,3,2,10,1,10,0,0,0.0,5.0,1.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Synergi Software Limited,6,10,1,2,2,8,1,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Synergi Software Limited,6,7,1,2,2,8,1,10,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Simpson Associates Information Services Limited,6,8,1,3,2,6,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Phoenix Software Ltd,6,8,1,3,2,6,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Agile Applications Limited,5,14,1,1,2,7,1,9,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1
Altius Consulting Ltd,5,12,1,1,3,8,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Tisski Limited,11,11,1,3,7,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Adatis,4,4,1,2,0,6,1,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Tisski Limited,3,3,0,1,1,9,1,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Simpson Associates Information Services Limited,5,10,1,3,1,9,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
QA Consulting Services Limited,3,9,1,2,0,9,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Phoenix Software Ltd,3,3,1,1,0,8,1,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Civica UK Limited,6,6,1,0,5,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bytes Software Services,3,3,1,1,0,8,1,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Civica UK Limited,3,3,1,1,0,8,1,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Adatis,3,5,1,1,0,8,1,8,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BIST Group,3,6,1,1,0,10,1,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Codec DSS LTD,4,4,1,2,1,5,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AGILE SOLUTIONS (GB) LTD,4,11,1,1,0,10,2,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cantium Business Solutions,6,8,1,1,4,9,0,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SVGC Limited,4,4,1,1,2,10,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ripple Intranet Limited,4,9,1,2,0,5,1,5,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Simpson Associates Information Services Limited,4,10,1,2,1,7,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Phoenix Software Ltd,4,10,1,2,1,7,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Simpson Associates Information Services Limited,3,5,1,1,1,8,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Phoenix Software Ltd,3,5,1,1,1,8,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Hitachi Solutions,8,13,0,0,4,6,4,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Axianseu II Digital Consulting,2,7,1,1,0,4,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
Insight,3,3,1,1,0,8,1,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ION Information Technologies Limited,2,8,1,1,0,10,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Acuvate Software,4,6,1,1,2,7,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Equdos Services Ltd,3,10,1,1,1,7,0,4,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
AGILE SOLUTIONS (GB) LTD,5,12,1,1,2,9,1,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NTT DATA UK Limited,2,4,1,1,0,4,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Simpson Associates Information Services Limited,4,9,1,3,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Phoenix Software Ltd,4,7,1,3,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Silversands Limited,1,4,0,1,0,8,0,4,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Equiniti ICS Ltd,3,3,0,1,1,10,1,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bridgeall Limited,3,3,1,1,0,6,1,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Datalytyx Ltd,2,6,1,1,0,7,0,5,0,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Datalytyx Ltd,2,4,1,1,0,7,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Mindscape Group Limited,6,6,1,1,4,7,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Trustmarque Solutions Limited,2,2,1,1,0,8,0,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Remarkable Dynamics,6,14,1,0,5,10,0,10,1,0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Trustmarque Solutions Limited,3,8,1,2,0,8,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AMT Evolve,3,6,0,1,2,10,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Phoenix Software Ltd,3,8,1,2,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Simpson Associates Information Services Limited,3,8,1,2,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cloud2 Ltd,3,6,0,1,1,10,1,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Hitachi Solutions,1,1,0,1,0,10,0,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Codec DSS LTD,2,2,0,1,1,4,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
INFOR (UNITED KINGDOM) LIMITED,0,0,0,0,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Clarity Tech Ltd,2,2,1,1,0,10,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlexRM Limited,3,3,0,0,1,7,2,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Slalom Consulting,2,2,0,0,1,10,1,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Insight,3,3,1,0,2,7,0,4,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Silverbear,3,3,1,0,2,7,0,4,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Hitachi Solutions,1,1,0,1,0,10,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Civica UK Limited,3,3,1,0,2,7,0,4,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlexRM Limited,3,3,0,0,1,10,2,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlexRM Limited,3,3,0,0,1,10,2,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlexRM Limited,3,3,0,0,1,10,2,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlexRM Limited,3,3,0,0,1,10,2,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlexRM Limited,3,3,0,0,1,10,2,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Adatis,2,4,0,1,0,6,1,8,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Pythagoras Communications Ltd,1,2,0,0,1,9,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
itelligent-i,3,5,0,1,2,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Air-IT,1,5,0,0,1,10,0,10,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4OC Ltd,2,2,1,1,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlexRM Limited,3,3,0,0,1,9,2,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5R Data,1,1,0,0,1,7,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Adatis,2,2,0,1,1,9,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Silverbear,2,2,1,1,0,6,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Smartlytics Consultancy Limited,2,2,0,0,1,5,1,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Adatis,2,4,0,0,1,5,1,5,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
IBM United Kingdom Ltd,3,6,0,2,1,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ceox,2,2,0,0,2,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AGILE SOLUTIONS (GB) LTD,2,9,1,0,1,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Silverbear,2,2,0,0,1,5,1,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Insight,1,1,0,0,1,5,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Civica UK Limited,1,1,0,0,1,5,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Specialist Computer Centres plc,2,2,0,0,1,5,1,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Clarity Tech Ltd,1,1,0,1,0,10,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Acrotrend,1,1,0,0,1,10,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NTT DATA UK Limited,1,3,1,0,0,3,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Datavault,1,2,0,0,1,10,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Techmodal,2,2,1,0,1,9,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
